지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),일 최심신적설(cm),일 최심적설(cm)
112,인천,2017-03-13,5.7,,4,,
112,인천,2017-03-14,5.6,,5,,
112,인천,2017-03-15,5.3,,3.1,,
112,인천,2017-03-16,5.3,,2.3,,
112,인천,2017-03-17,6.7,,2.1,,
112,인천,2017-03-18,7.9,,2.5,,
112,인천,2017-03-19,9.5,,2.3,,
112,인천,2017-03-20,9.1,,2.1,,
112,인천,2017-03-21,7,,4.8,,
112,인천,2017-03-22,6.9,,2.6,,
112,인천,2017-03-23,8.2,,2.6,,
112,인천,2017-03-24,8.2,,2.4,,
112,인천,2017-03-25,6.4,,2.7,,
112,인천,2017-03-26,6.2,,2.9,,
112,인천,2017-03-27,6.5,0,3.2,,
112,인천,2017-03-28,6.8,,2.3,,
112,인천,2017-03-29,7.5,,2.3,,
112,인천,2017-03-30,9.2,,2.3,,
112,인천,2017-03-31,9.2,.8,3,,
112,인천,2017-04-01,7.9,,3,,
112,인천,2017-04-02,8.6,,2.6,,
112,인천,2017-04-03,9.6,,3,,
112,인천,2017-04-04,12.4,,2.4,,
112,인천,2017-04-05,11.7,41.3,3.6,,
112,인천,2017-04-06,8.6,.7,3,,
112,인천,2017-04-07,11.6,,2.1,,
112,인천,2017-04-08,9.5,.4,2.3,,
112,인천,2017-04-09,14.1,0,3.5,,
112,인천,2017-04-10,15.1,,3.5,,
112,인천,2017-04-11,13.2,,4.3,,
112,인천,2017-04-12,10.7,,4.9,,
112,인천,2017-04-13,11.4,,3.2,,
112,인천,2017-04-14,12,7.4,4.6,,
112,인천,2017-04-15,14.3,,2.5,,
112,인천,2017-04-16,15,,1.7,,
112,인천,2017-04-17,14,5.3,3.6,,
112,인천,2017-04-18,11.4,1.8,4.3,,
112,인천,2017-04-19,12,,3.5,,
112,인천,2017-04-20,12.1,.1,2.3,,
112,인천,2017-04-21,11.4,,2.4,,
112,인천,2017-04-22,13.2,,3,,
112,인천,2017-04-23,13.4,,3,,
112,인천,2017-04-24,14.1,,3.5,,
112,인천,2017-04-25,14,,2.8,,
112,인천,2017-04-26,14,,4.5,,
112,인천,2017-04-27,12.8,,3.7,,
112,인천,2017-04-28,12.7,,4.1,,
112,인천,2017-04-29,15.1,,3.6,,
112,인천,2017-04-30,16.8,,3.3,,
112,인천,2017-05-01,16.8,,2,,
112,인천,2017-05-02,17.5,,2.3,,
112,인천,2017-05-03,19.2,,2.1,,
112,인천,2017-05-04,19.4,,2,,
112,인천,2017-05-05,18.5,,3.1,,
112,인천,2017-05-06,13.6,,4.5,,
112,인천,2017-05-07,14.8,,3.8,,
112,인천,2017-05-08,16.4,,3.2,,
112,인천,2017-05-09,16,6.7,2.2,,
112,인천,2017-05-10,15.1,2.4,2.8,,
112,인천,2017-05-11,17.7,0,2.1,,
112,인천,2017-05-12,17.3,,3.2,,
112,인천,2017-05-13,15.4,8.1,4.5,,
112,인천,2017-05-14,14.9,,4.4,,
112,인천,2017-05-15,14.8,,3.4,,
112,인천,2017-05-16,15.2,,2.8,,
112,인천,2017-05-17,16.9,,2.1,,
112,인천,2017-05-18,18.3,,2.6,,
112,인천,2017-05-19,18.9,,2.7,,
112,인천,2017-05-20,18.8,,2.4,,
112,인천,2017-05-21,19.5,,2.4,,
112,인천,2017-05-22,19.8,,2.2,,
112,인천,2017-05-23,18.5,4.4,2,,
112,인천,2017-05-24,19.4,0,3.1,,
112,인천,2017-05-25,18.1,,4.9,,
112,인천,2017-05-26,16.8,,3.8,,
112,인천,2017-05-27,17.6,,2.4,,
112,인천,2017-05-28,19.7,,3.5,,
112,인천,2017-05-29,20,,2.6,,
112,인천,2017-05-30,20.8,,2.7,,
112,인천,2017-05-31,20.3,,2.4,,
112,인천,2017-06-01,21.6,.5,3.7,,
112,인천,2017-06-02,19.6,0,3.8,,
112,인천,2017-06-03,19.2,,3.7,,
112,인천,2017-06-04,20.5,,2.8,,
112,인천,2017-06-05,22.6,,2.6,,
112,인천,2017-06-06,19.2,17.2,3.4,,
112,인천,2017-06-07,17.6,10.6,3.5,,
112,인천,2017-06-08,18.5,,3.3,,
112,인천,2017-06-09,19.1,1.2,4.5,,
112,인천,2017-06-10,20.1,.4,2.8,,
112,인천,2017-06-11,21.9,,3.2,,
112,인천,2017-06-12,21.3,,3.1,,
112,인천,2017-06-13,19.8,0,2.8,,
112,인천,2017-06-14,19.5,,3.1,,
112,인천,2017-06-15,20.4,,3.2,,
112,인천,2017-06-16,22.6,,2.9,,
112,인천,2017-06-17,22.1,,3.1,,
112,인천,2017-06-18,21.9,,2.2,,
112,인천,2017-06-19,22.3,,1.8,,
112,인천,2017-06-20,23.9,0,2,,
112,인천,2017-06-21,22.9,,2.8,,
112,인천,2017-06-22,23.2,,2.4,,
112,인천,2017-06-23,24,,2.2,,
112,인천,2017-06-24,22.4,0,1.7,,
112,인천,2017-06-25,24,,2.5,,
112,인천,2017-06-26,23.3,19.4,2.5,,
112,인천,2017-06-27,23.8,0,2.5,,
112,인천,2017-06-28,24.4,,2.3,,
112,인천,2017-06-29,24.2,,2.4,,
112,인천,2017-06-30,24.2,,2.3,,
112,인천,2017-07-01,24.1,.2,2.2,,
112,인천,2017-07-02,23.6,103.4,2.9,,
112,인천,2017-07-03,23.2,12.3,3.5,,
112,인천,2017-07-04,24.8,7.8,2.2,,
112,인천,2017-07-05,26,,2.1,,
112,인천,2017-07-06,26.6,,2.2,,
112,인천,2017-07-07,25.9,9.2,4.3,,
112,인천,2017-07-08,25.3,4.2,3.8,,
112,인천,2017-07-09,26,15.3,2.9,,
112,인천,2017-07-10,23.7,100.8,3.9,,
112,인천,2017-07-11,24.9,2,2.6,,
112,인천,2017-07-12,25.2,.1,2.4,,
112,인천,2017-07-13,26,,2.1,,
112,인천,2017-07-14,27.2,.1,2.7,,
112,인천,2017-07-15,23.9,43.7,2.9,,
112,인천,2017-07-16,25.3,53.7,2,,
112,인천,2017-07-17,25.6,2.8,2.2,,
112,인천,2017-07-18,25.7,1.1,2.2,,
112,인천,2017-07-19,26.6,,2.2,,
112,인천,2017-07-20,27.8,,2.2,,
112,인천,2017-07-21,27.8,,3.1,,
112,인천,2017-07-22,27.6,0,2.8,,
112,인천,2017-07-23,26,69.3,3.2,,
112,인천,2017-07-24,25.2,14.5,1.5,,
112,인천,2017-07-25,28.2,,2.9,,
112,인천,2017-07-26,28,,3.1,,
112,인천,2017-07-27,26.5,5.6,2.3,,
112,인천,2017-07-28,25.4,8.9,2,,
112,인천,2017-07-29,27.1,0,2.5,,
112,인천,2017-07-30,26.9,,2.6,,
112,인천,2017-07-31,25.1,23.3,2,,
112,인천,2017-08-01,27.2,.6,2.3,,
112,인천,2017-08-02,29.4,,1.9,,
112,인천,2017-08-03,29.8,,3.1,,
112,인천,2017-08-04,29.5,,3,,
112,인천,2017-08-05,30.9,,2.8,,
112,인천,2017-08-06,29.1,0,2.3,,
112,인천,2017-08-07,27.7,,2.4,,
112,인천,2017-08-08,26.9,,2.1,,
112,인천,2017-08-09,27.5,.3,2.1,,
112,인천,2017-08-10,25.5,4.5,2.5,,
112,인천,2017-08-11,25.9,33.8,2.1,,
112,인천,2017-08-12,27.4,,2.7,,
112,인천,2017-08-13,26.1,0,3.6,,
112,인천,2017-08-14,24.5,2.1,4.1,,
112,인천,2017-08-15,22,89.8,4.4,,
112,인천,2017-08-16,23.3,8.8,3.6,,
112,인천,2017-08-17,24.3,1.9,1.9,,
112,인천,2017-08-18,25.4,,1.8,,
112,인천,2017-08-19,26.1,5.6,2,,
112,인천,2017-08-20,23.5,54.2,4.7,,
112,인천,2017-08-21,25.2,8.8,4.4,,
112,인천,2017-08-22,26.2,,1.9,,
112,인천,2017-08-23,26.4,21.3,3.3,,
112,인천,2017-08-24,25.8,7.1,4.9,,
112,인천,2017-08-25,24.7,,2.4,,
112,인천,2017-08-26,24.1,,3,,
112,인천,2017-08-27,22.7,0,1.7,,
112,인천,2017-08-28,21,11.7,2.4,,
112,인천,2017-08-29,18.9,,5,,
112,인천,2017-08-30,19.5,,2.7,,
112,인천,2017-08-31,21.9,,2.9,,
112,인천,2017-09-01,22.5,,3,,
112,인천,2017-09-02,22.9,,2.4,,
112,인천,2017-09-03,23.5,,2.2,,
112,인천,2017-09-04,24.3,,1.9,,
112,인천,2017-09-05,22.5,0,2.1,,
112,인천,2017-09-06,20.8,1.9,1.5,,
112,인천,2017-09-07,22.2,,2.1,,
112,인천,2017-09-08,23.6,,1.9,,
112,인천,2017-09-09,23.4,,2,,
112,인천,2017-09-10,22.9,0,1.4,,
112,인천,2017-09-11,21.4,19,3.2,,
112,인천,2017-09-12,22.5,,3.5,,
112,인천,2017-09-13,21.3,,3.1,,
112,인천,2017-09-14,22.1,,3,,
112,인천,2017-09-15,23,,4.3,,
112,인천,2017-09-16,22.2,,4.3,,
112,인천,2017-09-17,22.2,,4,,
112,인천,2017-09-18,21.5,,2.7,,
112,인천,2017-09-19,22.3,.7,4.2,,
112,인천,2017-09-20,20.1,,3.9,,
112,인천,2017-09-21,20.6,,2,,
112,인천,2017-09-22,20.7,,2,,
112,인천,2017-09-23,21.8,,2.9,,
112,인천,2017-09-24,22.3,,2.5,,
112,인천,2017-09-25,22.6,,2.2,,
112,인천,2017-09-26,24.1,0,2.4,,
112,인천,2017-09-27,21.4,0,2.9,,
112,인천,2017-09-28,18.6,,4.6,,
112,인천,2017-09-29,17.5,,3.1,,
112,인천,2017-09-30,19.8,,3.3,,
112,인천,2017-10-01,17.8,4.6,2.9,,
112,인천,2017-10-02,20.2,.6,4,,
112,인천,2017-10-03,16.2,,4.4,,
112,인천,2017-10-04,15.4,,3.7,,
112,인천,2017-10-05,18.3,,2.4,,
112,인천,2017-10-06,19,0,2.8,,
112,인천,2017-10-07,19.9,,2.3,,
112,인천,2017-10-08,21.2,,2.1,,
112,인천,2017-10-09,20.8,,1.8,,
112,인천,2017-10-10,20.8,.4,2.2,,
112,인천,2017-10-11,14.8,16.2,4.4,,
112,인천,2017-10-12,11.1,,3.2,,
112,인천,2017-10-13,12.4,,2.9,,
112,인천,2017-10-14,14.2,,3.2,,
112,인천,2017-10-15,15.4,,2.8,,
112,인천,2017-10-16,15.8,,2.7,,
112,인천,2017-10-17,14.9,,2.8,,
112,인천,2017-10-18,16.2,0,2.9,,
112,인천,2017-10-19,16.5,,2.6,,
112,인천,2017-10-20,16.3,,2.3,,
112,인천,2017-10-21,16.5,,3.2,,
112,인천,2017-10-22,15.8,,4.4,,
112,인천,2017-10-23,13.2,,2.8,,
112,인천,2017-10-24,14.5,,2.1,,
112,인천,2017-10-25,14.3,,1.8,,
112,인천,2017-10-26,14.4,,1.7,,
112,인천,2017-10-27,15.7,,2.5,,
112,인천,2017-10-28,16.3,,2.9,,
112,인천,2017-10-29,11.5,,5.9,,
112,인천,2017-10-30,7.6,,3.9,,
112,인천,2017-10-31,11.1,,2.7,,
112,인천,2017-11-01,14.6,,3.1,,
112,인천,2017-11-02,15.4,.5,2.8,,
112,인천,2017-11-03,11.7,0,5.1,,
112,인천,2017-11-04,7,,3.4,,
112,인천,2017-11-05,9.6,,2,,
112,인천,2017-11-06,12,,2.3,,
112,인천,2017-11-07,14.8,,2.2,,
112,인천,2017-11-08,12.3,,4.5,,
112,인천,2017-11-09,9.5,,1.8,,
112,인천,2017-11-10,10.3,4.5,5.1,,
112,인천,2017-11-11,6.2,,4.1,,
112,인천,2017-11-12,6.2,,1.9,,
112,인천,2017-11-13,9.4,.1,3.6,,
112,인천,2017-11-14,8,,3.8,,
112,인천,2017-11-15,3.6,0,4.1,,
112,인천,2017-11-16,1.5,,2.5,,
112,인천,2017-11-17,4,0,2.9,,
112,인천,2017-11-18,-1.9,,6.6,,
112,인천,2017-11-19,-.6,,3.1,,
112,인천,2017-11-20,.4,.5,2.5,,
112,인천,2017-11-21,2.3,,1.8,,
112,인천,2017-11-22,5.3,1.2,4.7,,
112,인천,2017-11-23,1.8,1.4,3.8,1.5,1.5
112,인천,2017-11-24,.1,.3,2.9,,1.5
112,인천,2017-11-25,4.6,33.5,4.2,,
112,인천,2017-11-26,2.8,,3.3,,
112,인천,2017-11-27,1.7,,2,,
112,인천,2017-11-28,6,.2,2.1,,
112,인천,2017-11-29,2.2,,4.9,,
112,인천,2017-11-30,-2.6,,5.8,,
112,인천,2017-12-01,-1.6,.2,2.6,2,2
112,인천,2017-12-02,2.8,0,2.9,,1.9
112,인천,2017-12-03,6.6,5.7,2.5,,
112,인천,2017-12-04,-1.1,,5.8,,
112,인천,2017-12-05,-3.8,.7,4,1.9,1.9
112,인천,2017-12-06,1.7,.1,3.2,.1,2
112,인천,2017-12-07,.5,,4.1,,
112,인천,2017-12-08,-3.2,0,3.8,,
112,인천,2017-12-09,.5,0,2.3,,
112,인천,2017-12-10,2.6,7.4,4.9,,
112,인천,2017-12-11,-6.4,,7.2,,
112,인천,2017-12-12,-8.7,,4.1,,
112,인천,2017-12-13,-7.7,,3.6,,
112,인천,2017-12-14,-6.2,,2.2,,
112,인천,2017-12-15,-2.5,.3,2.1,.2,.2
112,인천,2017-12-16,-5,,5.4,,.2
112,인천,2017-12-17,-5.9,0,3.1,,
112,인천,2017-12-18,.5,3,3.8,4.1,4.1
112,인천,2017-12-19,-3.8,,4.2,,
112,인천,2017-12-20,-2.1,.1,3.4,,
112,인천,2017-12-21,-.2,,2.1,,
112,인천,2017-12-22,4,,3.5,,
112,인천,2017-12-23,5.9,,2.2,,
112,인천,2017-12-24,3.2,21,4.4,,
112,인천,2017-12-25,-2,0,4.6,,
112,인천,2017-12-26,-3.3,,5.1,,
112,인천,2017-12-27,-6.3,,3.9,,
112,인천,2017-12-28,-1.7,0,1.7,,
112,인천,2017-12-29,2.2,0,1.9,,
112,인천,2017-12-30,1.5,1.5,2,.3,.3
112,인천,2017-12-31,.1,.1,4.1,.2,.5
112,인천,2018-01-01,-.3,,1.6,,
112,인천,2018-01-02,-1.4,,3.5,,
112,인천,2018-01-03,-4.4,,3.9,,
112,인천,2018-01-04,-5,,3.2,,
112,인천,2018-01-05,-2.8,,2.6,,
112,인천,2018-01-06,-2,,2.4,,
112,인천,2018-01-07,-.9,,1.7,,
112,인천,2018-01-08,.7,.9,3.1,.7,.7
112,인천,2018-01-09,-3.9,.3,4.9,.5,.7
112,인천,2018-01-10,-7.1,.2,5.5,.2,.7
112,인천,2018-01-11,-10.7,,5.6,,.2
112,인천,2018-01-12,-9.8,0,2.5,,
112,인천,2018-01-13,-3.3,.7,2,2.9,2.9
112,인천,2018-01-14,1.5,,3.7,,
112,인천,2018-01-15,3.8,.2,2.5,,
112,인천,2018-01-16,2.7,0,1.9,,
112,인천,2018-01-17,3.2,,2.3,,
112,인천,2018-01-18,1.6,,2.8,,
112,인천,2018-01-19,.9,,2.5,,
112,인천,2018-01-20,2.1,,3.1,,
112,인천,2018-01-21,-.2,,2.6,,
112,인천,2018-01-22,-.2,1.6,3.7,,
112,인천,2018-01-23,-11.3,,6.4,,
112,인천,2018-01-24,-13.7,,6.8,,
112,인천,2018-01-25,-13.5,,5.6,,
112,인천,2018-01-26,-14.6,,5.7,,
112,인천,2018-01-27,-9.7,,2.3,,
112,인천,2018-01-28,-5.8,,3.4,,
112,인천,2018-01-29,-7.9,,4.6,,
112,인천,2018-01-30,-4.1,.6,2.6,1.6,1.6
112,인천,2018-01-31,-2,0,3.1,,1.6
112,인천,2018-02-01,-3.7,,3.1,,
112,인천,2018-02-02,-2.5,,2.6,,
112,인천,2018-02-03,-7.3,.3,6.2,.1,.1
112,인천,2018-02-04,-8.9,,5.3,,
112,인천,2018-02-05,-8.7,,5.8,,
112,인천,2018-02-06,-9.8,,5.6,,
112,인천,2018-02-07,-7.1,,2,,
112,인천,2018-02-08,-4.4,,1.5,,
112,인천,2018-02-09,.7,,2.1,,
112,인천,2018-02-10,-1.2,,4.9,,
112,인천,2018-02-11,-5.7,.3,3.4,.5,.5
112,인천,2018-02-12,-5.5,.1,3.5,.1,.5
112,인천,2018-02-13,-.2,,3.9,,.1
112,인천,2018-02-14,2.8,,5.2,,
112,인천,2018-02-15,-1.4,,3.9,,
112,인천,2018-02-16,-1.6,,2.8,,
112,인천,2018-02-17,-3,,4.3,,
112,인천,2018-02-18,-1,,2.5,,
112,인천,2018-02-19,1.3,,2,,
112,인천,2018-02-20,.8,,3.7,,
112,인천,2018-02-21,-1,,3.8,,
112,인천,2018-02-22,1.6,1.3,3.9,1.6,1.6
112,인천,2018-02-23,3.9,3.2,3.3,1.3,2.9
112,인천,2018-02-24,1.3,,3,,
112,인천,2018-02-25,.4,,2.8,,
112,인천,2018-02-26,1.7,,1.8,,
112,인천,2018-02-27,4,,1.8,,
112,인천,2018-02-28,4.4,21.8,4.8,,
112,인천,2018-03-01,-.6,1.1,6.5,,
112,인천,2018-03-02,-1.1,,2.5,,
112,인천,2018-03-03,7.2,.1,2.2,,
112,인천,2018-03-04,8.7,13.7,3.2,,
112,인천,2018-03-05,5.1,4.7,5.4,,
112,인천,2018-03-06,3.3,,3.4,,
112,인천,2018-03-07,6.2,2.1,2.9,,
112,인천,2018-03-08,3.9,5.6,4.1,,
112,인천,2018-03-09,3.7,,2.6,,
112,인천,2018-03-10,3.6,,2.9,,
112,인천,2018-03-11,4.6,,2.1,,
112,인천,2018-03-12,6.6,,2.1,,
112,인천,2018-03-13,11.4,,4,,
112,인천,2018-03-14,15.5,,3.4,,
112,인천,2018-03-15,10.5,46.6,3.4,,
112,인천,2018-03-16,7.4,,3.7,,
112,인천,2018-03-17,6.6,,2.9,,
112,인천,2018-03-18,6.8,1,2.2,,
112,인천,2018-03-19,8,1.5,5.5,,
112,인천,2018-03-20,5.3,,7.5,,
112,인천,2018-03-21,2.2,2.2,4.6,,
112,인천,2018-03-22,4.1,,3.1,,
112,인천,2018-03-23,5,,2.4,,
112,인천,2018-03-24,5.6,,2.3,,
112,인천,2018-03-25,5.7,,2.1,,
112,인천,2018-03-26,7.7,,1.7,,
112,인천,2018-03-27,10.9,,2.9,,
112,인천,2018-03-28,12.5,,3.2,,
112,인천,2018-03-29,13.4,,2,,
112,인천,2018-03-30,12.4,,2.3,,
112,인천,2018-03-31,12.2,,2.2,,
112,인천,2018-04-01,14.1,0,2.6,,
112,인천,2018-04-02,16.8,,3.4,,
112,인천,2018-04-03,15.5,.1,3.1,,
112,인천,2018-04-04,12.1,15.1,4,,
112,인천,2018-04-05,8.4,13.1,3.7,,
112,인천,2018-04-06,5.4,7.3,5.7,,
112,인천,2018-04-07,4.5,,7,,
112,인천,2018-04-08,4.8,2.4,3.6,,
112,인천,2018-04-09,7.5,,1.6,,
112,인천,2018-04-10,14.4,1.9,6.5,,
112,인천,2018-04-11,10.3,,3.3,,
112,인천,2018-04-12,11.3,,3.4,,
112,인천,2018-04-13,14.5,,3.2,,
112,인천,2018-04-14,9,6,4.4,,
112,인천,2018-04-15,9.2,,3.2,,
112,인천,2018-04-16,10.7,,3,,
112,인천,2018-04-17,11.5,,2.2,,
112,인천,2018-04-18,10.6,,2.1,,
112,인천,2018-04-19,12,,2.3,,
112,인천,2018-04-20,15.7,,1.7,,
112,인천,2018-04-21,16.4,,2,,
112,인천,2018-04-22,15.3,15.1,4,,
112,인천,2018-04-23,9.9,49.9,6.7,,
112,인천,2018-04-24,12.1,1.3,4.3,,
112,인천,2018-04-25,14.3,,3.1,,
112,인천,2018-04-26,13.3,,2.8,,
112,인천,2018-04-27,13.2,0,2.6,,
112,인천,2018-04-28,12.9,,2.4,,
112,인천,2018-04-29,14.6,,2.3,,
112,인천,2018-04-30,17.4,0,1.9,,
112,인천,2018-05-01,18.5,0,2,,
112,인천,2018-05-02,14.5,4,4,,
112,인천,2018-05-03,11.8,.2,5.1,,
112,인천,2018-05-04,13.5,,5.7,,
112,인천,2018-05-05,16.9,0,4,,
112,인천,2018-05-06,16.3,20.7,3.2,,
112,인천,2018-05-07,17.5,,2.5,,
112,인천,2018-05-08,18.1,,4.4,,
112,인천,2018-05-09,14.8,,3.1,,
112,인천,2018-05-10,13.2,,2.7,,
112,인천,2018-05-11,13.6,0,1.9,,
112,인천,2018-05-12,13.7,24.6,2.6,,
112,인천,2018-05-13,13.4,.1,2.3,,
112,인천,2018-05-14,16.4,,1.6,,
112,인천,2018-05-15,22.6,,2.2,,
112,인천,2018-05-16,20.8,28,3.7,,
112,인천,2018-05-17,19.2,53.2,2.1,,
112,인천,2018-05-18,15.6,6.5,2.7,,
112,인천,2018-05-19,17.9,,3.8,,
112,인천,2018-05-20,18,,4.5,,
112,인천,2018-05-21,17.3,,3,,
112,인천,2018-05-22,17.6,13.7,1.7,,
112,인천,2018-05-23,15.8,5.3,3.6,,
112,인천,2018-05-24,16.6,,3.7,,
112,인천,2018-05-25,18.4,,2.3,,
112,인천,2018-05-26,19.8,,2.4,,
112,인천,2018-05-27,18.1,,2.1,,
112,인천,2018-05-28,20,,2.1,,
112,인천,2018-05-29,19.6,2.5,2.2,,
112,인천,2018-05-30,18,.1,2.3,,
112,인천,2018-05-31,19.2,,2.1,,
112,인천,2018-06-01,20.9,,2,,
112,인천,2018-06-02,20.7,,2.1,,
112,인천,2018-06-03,21.9,,1.4,,
112,인천,2018-06-04,20.4,,2.1,,
112,인천,2018-06-05,22.2,,1.8,,
112,인천,2018-06-06,19.7,,1.7,,
112,인천,2018-06-07,19.3,,2,,
112,인천,2018-06-08,20.4,,2.2,,
112,인천,2018-06-09,21.9,16.7,2.1,,
112,인천,2018-06-10,20.3,3.2,3,,
112,인천,2018-06-11,19.2,5.2,3.2,,
112,인천,2018-06-12,19.9,1.2,2.7,,
112,인천,2018-06-13,20.7,,2.3,,
112,인천,2018-06-14,20.5,23.1,2.5,,
112,인천,2018-06-15,21.3,1.3,3,,
112,인천,2018-06-16,21.4,,2.5,,
112,인천,2018-06-17,20.4,,1.9,,
112,인천,2018-06-18,22.3,,1.9,,
112,인천,2018-06-19,20.2,,2.1,,
112,인천,2018-06-20,20.5,,2.8,,
112,인천,2018-06-21,20.9,,2.5,,
112,인천,2018-06-22,23.1,,2,,
112,인천,2018-06-23,22.2,,2.3,,
112,인천,2018-06-24,22,,2.3,,
112,인천,2018-06-25,24.7,,1.8,,
112,인천,2018-06-26,21.3,90.3,4.7,,
112,인천,2018-06-27,20.5,.2,2.6,,
112,인천,2018-06-28,22.3,2.4,2.2,,
112,인천,2018-06-29,22.3,.4,1.9,,
112,인천,2018-06-30,24,,1.4,,
112,인천,2018-07-01,21.9,61.8,3.6,,
112,인천,2018-07-02,22.7,50.3,3.1,,
112,인천,2018-07-03,26.7,0,2.6,,
112,인천,2018-07-04,24.9,,2.7,,
112,인천,2018-07-05,25.3,0,2.6,,
112,인천,2018-07-06,24.4,,5,,
112,인천,2018-07-07,23.9,,3.4,,
112,인천,2018-07-08,23.4,,2.7,,
112,인천,2018-07-09,21.3,22.9,3.1,,
112,인천,2018-07-10,24.1,8.8,3.1,,
112,인천,2018-07-11,26.1,5,2.8,,
112,인천,2018-07-12,25.6,0,2,,
112,인천,2018-07-13,25.9,,2.1,,
112,인천,2018-07-14,26.2,0,2.3,,
112,인천,2018-07-15,26.5,0,2,,
112,인천,2018-07-16,26.2,,2.2,,
112,인천,2018-07-17,26.1,,1.9,,
112,인천,2018-07-18,26.1,,2.2,,
112,인천,2018-07-19,26.2,,2.4,,
112,인천,2018-07-20,27,,1.9,,
112,인천,2018-07-21,28.1,,2,,
112,인천,2018-07-22,30.2,,2.1,,
112,인천,2018-07-23,29.6,,2.2,,
112,인천,2018-07-24,29.4,,2,,
112,인천,2018-07-25,28.6,,3.1,,
112,인천,2018-07-26,28.4,,2.3,,
112,인천,2018-07-27,28.6,,2,,
112,인천,2018-07-28,28.9,0,1.2,,
112,인천,2018-07-29,30.7,,3,,
112,인천,2018-07-30,31.1,,,,
112,인천,2018-07-31,31.2,,3.3,,
112,인천,2018-08-01,31.4,,2.8,,
112,인천,2018-08-02,31.8,,2.6,,
112,인천,2018-08-03,31.2,,2.8,,
112,인천,2018-08-04,29.5,,2.5,,
112,인천,2018-08-05,29.1,,3,,
112,인천,2018-08-06,29.4,0,2.4,,
112,인천,2018-08-07,30.1,,2.5,,
112,인천,2018-08-08,29.7,,2.4,,
112,인천,2018-08-09,28.6,,2.2,,
112,인천,2018-08-10,30,,3.2,,
112,인천,2018-08-11,30.4,,2.6,,
112,인천,2018-08-12,30.2,,2.8,,
112,인천,2018-08-13,30.6,1.1,2.4,,
112,인천,2018-08-14,31,,2.4,,
112,인천,2018-08-15,30.9,2.9,2.8,,
112,인천,2018-08-16,30.3,,4.5,,
112,인천,2018-08-17,27.4,,4.3,,
112,인천,2018-08-18,26.6,,3.3,,
112,인천,2018-08-19,27.1,,2.2,,
112,인천,2018-08-20,28.2,0,3.8,,
112,인천,2018-08-21,25.1,27.2,3.6,,
112,인천,2018-08-22,29.2,0,2.8,,
112,인천,2018-08-23,28.2,3.5,4,,
112,인천,2018-08-24,23.9,3.8,4.6,,
112,인천,2018-08-25,24.7,,3.2,,
112,인천,2018-08-26,22.9,0,2.2,,
112,인천,2018-08-27,23.1,9.9,2.3,,
112,인천,2018-08-28,24.1,127.3,2.1,,
112,인천,2018-08-29,25.6,35.2,5,,
112,인천,2018-08-30,25.1,4,2.8,,
112,인천,2018-08-31,24.6,0,2.3,,
112,인천,2018-09-01,25.9,,2.9,,
112,인천,2018-09-02,25.3,,2.9,,
112,인천,2018-09-03,23.6,19.7,2.6,,
112,인천,2018-09-04,23.3,,3.8,,
112,인천,2018-09-05,24.5,,4.5,,
112,인천,2018-09-06,24.4,.2,3.4,,
112,인천,2018-09-07,21.9,1.7,4.4,,
112,인천,2018-09-08,21.5,,2.9,,
112,인천,2018-09-09,21.4,,3,,
112,인천,2018-09-10,23.1,,3.1,,
112,인천,2018-09-11,21.9,,2.8,,
112,인천,2018-09-12,22.7,,2.9,,
112,인천,2018-09-13,23.8,,2.2,,
112,인천,2018-09-14,24,0,3,,
112,인천,2018-09-15,23.1,.2,2.5,,
112,인천,2018-09-16,21.9,1.5,2.4,,
112,인천,2018-09-17,21.6,0,2.7,,
112,인천,2018-09-18,21.6,,1.9,,
112,인천,2018-09-19,21.3,.2,2,,
112,인천,2018-09-20,19.1,1.9,4.2,,
112,인천,2018-09-21,19.7,13.6,2.7,,
112,인천,2018-09-22,21,7.1,2.7,,
112,인천,2018-09-23,20.3,0,3.1,,
112,인천,2018-09-24,18.2,,3.5,,
112,인천,2018-09-25,18.1,,2.7,,
112,인천,2018-09-26,19.7,,3.2,,
112,인천,2018-09-27,19.2,,2.5,,
112,인천,2018-09-28,18.5,,2.8,,
112,인천,2018-09-29,20.6,,2.6,,
112,인천,2018-09-30,18.2,,4.5,,
112,인천,2018-10-01,15.7,0,4.5,,
112,인천,2018-10-02,16.5,,2.2,,
112,인천,2018-10-03,17.6,,1.9,,
112,인천,2018-10-04,20.1,,2.8,,
112,인천,2018-10-05,17.2,17.3,3.8,,
112,인천,2018-10-06,18.6,50.4,4.9,,
112,인천,2018-10-07,16.8,,3.5,,
112,인천,2018-10-08,16.2,,1.9,,
112,인천,2018-10-09,16.2,.3,2.4,,
112,인천,2018-10-10,12.8,18.8,5.3,,
112,인천,2018-10-11,11.1,,4.5,,
112,인천,2018-10-12,11.9,,2.7,,
112,인천,2018-10-13,13.3,,1.9,,
112,인천,2018-10-14,14.2,,1.9,,
112,인천,2018-10-15,15.9,,2.1,,
112,인천,2018-10-16,14.8,,2.5,,
112,인천,2018-10-17,13,,2.5,,
112,인천,2018-10-18,12.2,.6,2.7,,
112,인천,2018-10-19,13.3,,2.5,,
112,인천,2018-10-20,13.3,,1.9,,
112,인천,2018-10-21,13.9,,1.6,,
112,인천,2018-10-22,14.6,,1.4,,
